Date,Open,High,Low,Close,Volume
07/25/2013,54.5,54.5087,54.5,54.5087,600
07/26/2013,54.5,54.5,54.5,54.5,150
07/29/2013,54.63,54.66,54.51,54.63,900
08/01/2013,55.318,55.318,55.318,55.318,800
08/02/2013,55.258,55.38,55.258,55.38,400
08/05/2013,55.319,55.319,55.31,55.31,399
08/06/2013,54.979,54.979,54.979,54.979,100
08/07/2013,54.5701,54.6299,54.5701,54.6299,300
08/09/2013,54.85,54.85,54.85,54.85,100
08/12/2013,54.75,54.75,54.75,54.75,100
08/14/2013,54.91,54.9199,54.91,54.9199,300
08/15/2013,54.01,54.01,54.01,54.01,200
08/16/2013,53.88,53.8944,53.759,53.759,600
08/19/2013,53.58,53.58,53.58,53.58,1593
08/21/2013,53.99,53.99,53.45,53.45,1400
08/26/2013,54.54,54.54,54,54.11,488
08/27/2013,52.9684,52.9684,52.9684,52.9684,200
09/06/2013,53.95,53.95,53.9,53.9,1000
09/09/2013,53.9,53.9,53.9,53.9,2217
09/10/2013,54.5801,54.61,54.5801,54.61,927
09/17/2013,55.2799,55.2799,55.27,55.27,968
09/19/2013,55.83,55.83,55.83,55.83,600
09/23/2013,54.6,55.17,54.6,54.98,400
09/27/2013,54.371,54.371,54.371,54.371,299
09/30/2013,54.15,54.15,54.15,54.15,500
10/02/2013,54.23,54.23,54.23,54.23,300
10/03/2013,54.04,54.04,54.04,54.04,122
10/07/2013,54.29,54.29,54.24,54.25,500
10/08/2013,54.04,54.04,53.5,53.61,3092
10/09/2013,53.45,53.47,53.4,53.4,3085
10/10/2013,54.36,54.44,54.15,54.44,1235
10/11/2013,54.82,54.82,54.82,54.82,500
10/14/2013,55.19,55.19,55.19,55.19,362
10/15/2013,55.2,55.22,55.2,55.22,10000
10/16/2013,55.56,55.56,55.56,55.56,768
10/21/2013,56.38,56.38,56.2979,56.2979,426
10/22/2013,56.72,56.73,56.45,56.68,1800
10/23/2013,56.34,56.37,56.16,56.308,2600
10/24/2013,56.36,56.36,56.36,56.36,234
10/25/2013,56.43,56.5726,56.43,56.5726,210
10/28/2013,56.77,56.77,56.7,56.7,635
10/29/2013,56.92,56.92,56.92,56.92,938
10/30/2013,56.978,56.978,56.71,56.71,1100
11/01/2013,56.5,56.5,56.5,56.5,380
